id,sentence,labels
986,3 1 2 1 2 1 Calculation procedure for vehicles with manual transmission automatic transmission adaptive transmissions and transmissions with continuous variable transmissions CVT's tested with locked gear ratios awot test vBB 3 6 vAA 3 6 2 20 l,O O O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short O O O O O O O B-short O O B-short O O O O O
987,Even years after its production the mustard agent analysed by the Commission was found to be in good and usable condition Production of the nerve gases tabun GA and sarin GB started in 1984 and the method of production changed over time in order to resolve stabilization problems,O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long B-short O O B-short O O O O O O O O O O O O O O O O O
988,Within the Working Group on Girls the organization led the effort to host a teen orientation for students attending the fifty fourth to fifty sixth sessions of the Commission on the Status of Women at United Nations Headquarters in New York For the most recent orientation the organization worked with the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short
989,It claims lost profits for the period 2 August 1990 the date the assets were lost to 31 July 1992 the date at which it was established that the assets were not likely to be recovered and replacement items were procured Costain bases its calculation of lost profit on the turnover of its operating company Foundation Engineering Limited FEL which performed the Pearls of Kuwait contract,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short O O O O O O O
990,Knowledge Base on Economic Statisticsf United Nations Statistics Division Partner Report on Support to Statistics PRESS g Partnership in Statistics for Development in the 21st Century Paris21,O O O O O O O O O B-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O
991,Mr Lee Republic of Korea At the outset I wish to join previous speakers in highlighting the importance of this full day s high level meeting on African development The past year has heralded significant structural and political change in the field of African development with the launching of the New Partnership for Africa's Development NEPAD and the transformation of the Organization of African Unity OAU into the African Union AU,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O O B-long I-long I-long I-long B-short O O B-long I-long B-short
992,New country profiles and strategic programme frameworks Establishment of independent evaluation function Financial information available online through the Programme and Financial Information Management System ProFi Management of the Crime Prevention and Criminal Justice Fund transferred from New York to Vienna,O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long O O B-short O O O O O O O O O O O O O O O
993,The Board decided that the Latin American Technological Information Network RITLA on which background information was supplied in document TD B EX 34 R 3 should be included in the list provided for in rule 76 of its rules of procedure The Board decided that the Global Foundation for Democracy and Development FUNGLODE and the International Air Cargo Association TIACA on which background information was supplied in documents TD B EX 34 R 1 and 2 should be included in the list provided for in rule 77 of the rules of procedure,O O O O O B-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long B-short O B-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
994,WHEREAS it is imperative for the State to affirm its commitment and responsibility that in all actions concerning the captured surrendered arrested rescued recovered Children Involved in Armed Conflict CIAC their best interests shall be the paramount consideration and they shall be treated as victims rather than as offenders irrespective of their membership in any armed group WHEREAS in pursuance of the State s responsibility to ensure the welfare of children involved in armed conflict Executive Order No 56 dated November 26 2001 Adopting the Comprehensive Program Framework for Children Involved in Armed Conflict and Directing All Agencies and Local Government Units to Implement the same was issued creating the Interagency Committee on Children Involved in Armed Conflict IAC-CIAC to implement the Program WHEREAS Executive Order No,O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O
995,60 Since the Cartagena Summit the International Mine Action Standards on Mine Risk Education IMAS-MRE were revised and updated with support from UNICEF and GICHD and within the framework of International MRE Advisory Group and the IMAS Review Board,O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O B-short O B-short O O O O O O B-short O O O O B-short O O
996,Calls upon the inter agency Programme Advisory Committee of the United Nations Trust Fund in Support of Actions to Eliminate Violence against Women in consultation with the Inter Agency Network on Women and Gender Equality to continue to provide guidance on the implementation of the 2010 2015 strategy for the Trust Fund and to further enhance its effectiveness as a system wide funding mechanism for preventing and redressing all forms of violence against women and girls and to give due consideration inter alia to the findings and recommendations of the external evaluation of the Trust Fund 24 Stresses that within the United Nations system adequate resources should be assigned to the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women and other bodies specialized agencies funds and programmes responsible for the promotion of gender equality the empowerment of women and the human rights of women and girls and to efforts throughout the United Nations system to prevent and eliminate violence against women and girls and calls upon the United Nations system to make the necessary support and resources available 25,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
997,1 212 415 4085 e mail meyersm state gov UNU-OSAA panel discussion on The Governance Challenge in Africa organized by the United Nations University Office in New York UNU-ONY and by the Office of the Special Adviser on Africa OSAA Monday 22 September 2008 from 2 30 to 5 30 p.m. in Conference Room 8,O O O O O O O O O B-short O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long B-short O O O B-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O B-short O O O O
